#{"t_start": 1775183766.833431, "env_id": "None"}
r,l,t,success,task_phase
16.268516,96,207.999264,False,TOUCHDOWN
17.374413,99,208.337485,False,TOUCHDOWN
18.914306,101,208.683376,False,TOUCHDOWN
17.441358,96,209.013949,False,TOUCHDOWN
16.087328,95,209.338259,False,TOUCHDOWN
18.425258,99,209.67656,False,TOUCHDOWN
16.499944,97,210.009729,False,TOUCHDOWN
20.081531,106,210.371958,False,TOUCHDOWN
19.445381,105,210.731531,False,TOUCHDOWN
17.329596,100,211.073301,False,TOUCHDOWN
18.190358,101,211.417901,False,TOUCHDOWN
21.044161,110,211.794635,False,TOUCHDOWN
20.010286,106,212.158449,False,TOUCHDOWN
19.102773,103,212.510066,False,TOUCHDOWN
21.241819,109,212.88252,False,TOUCHDOWN
19.35918,111,213.262404,False,TOUCHDOWN
16.960188,100,213.604013,False,TOUCHDOWN
19.364101,107,213.973689,False,TOUCHDOWN
20.142976,110,214.349043,False,TOUCHDOWN
19.95752,110,214.724558,False,TOUCHDOWN
17.776669,104,215.079976,False,TOUCHDOWN
23.359308,118,215.484058,False,TOUCHDOWN
20.161317,110,215.859797,False,TOUCHDOWN
17.325644,104,216.215597,False,TOUCHDOWN
21.182773,118,216.619869,False,TOUCHDOWN
23.445816,123,217.042173,False,TOUCHDOWN
20.478808,122,217.47674,False,TOUCHDOWN
21.642848,118,217.879557,False,TOUCHDOWN
22.787688,133,218.333869,False,TOUCHDOWN
22.152104,124,218.760171,False,TOUCHDOWN
22.856713,121,219.173483,False,TOUCHDOWN
23.551504,126,219.6049,False,TOUCHDOWN
21.637791,132,220.056381,False,TOUCHDOWN
22.66647,123,220.478074,False,TOUCHDOWN
23.920833,126,220.909802,False,TOUCHDOWN
25.120633,138,221.38016,False,TOUCHDOWN
26.42472,138,221.85294,False,TOUCHDOWN
24.868046,131,222.29946,False,TOUCHDOWN
23.253303,135,222.762203,False,TOUCHDOWN
24.198701,129,223.201831,False,TOUCHDOWN
28.494963,152,223.719811,False,TOUCHDOWN
26.734524,150,224.231005,False,TOUCHDOWN
21.05383,180,224.845004,False,TOUCHDOWN
24.33951,165,225.407221,False,TOUCHDOWN
21.325115,170,225.989202,False,TOUCHDOWN
24.960402,169,226.581804,False,TOUCHDOWN
27.773596,185,227.216119,False,TOUCHDOWN
33.913067,180,227.832883,False,TOUCHDOWN
26.498863,173,228.42534,False,TOUCHDOWN
